time,VALE3,BRAP4,spread,zScore,short,long,long_entry,long_exit,positions_long,short_entry,short_exit,positions_short,positions,hegde
2022-12-09 15:50:00,87.08,29.88,-2.172178514992339,,1.6816114940380953,-1.663444882926739,False,False,,False,False,,,2.9870206999662763
2022-12-09 15:55:00,87.17,29.89,-2.1120487219919966,,1.6816114940380953,-1.663444882926739,False,False,,False,False,,,2.9870206999662763
2022-12-09 16:00:00,87.12,29.85,-2.0425678939933505,,1.6816114940380953,-1.663444882926739,False,False,,False,False,,,2.9870206999662763
2022-12-09 16:05:00,86.93,29.85,-2.232567893993348,,1.6816114940380953,-1.663444882926739,False,False,,False,False,,,2.9870206999662763
2022-12-09 16:10:00,86.88,29.81,-2.163087065994702,,1.6816114940380953,-1.663444882926739,False,False,,False,False,,,2.9870206999662763
2022-12-09 16:15:00,86.88,29.79,-2.1033466519953663,,1.6816114940380953,-1.663444882926739,False,False,,False,False,,,2.9870206999662763
2022-12-09 16:20:00,86.89,29.78,-2.0634764449957146,,1.6816114940380953,-1.663444882926739,False,False,,False,False,,,2.9870206999662763
2022-12-09 16:25:00,86.93,29.85,-2.232567893993348,,1.6816114940380953,-1.663444882926739,False,False,,False,False,,,2.9870206999662763
2022-12-09 16:30:00,86.99,29.87,-2.2323083079926818,,1.6816114940380953,-1.663444882926739,False,False,,False,False,,,2.9870206999662763
2022-12-09 16:35:00,87.1,29.91,-2.2417891359913256,,1.6816114940380953,-1.663444882926739,False,False,,False,False,,,2.9870206999662763
2022-12-09 16:40:00,86.95,29.87,-2.272308307992674,,1.6816114940380953,-1.663444882926739,False,False,,False,False,,,2.9870206999662763
2022-12-09 16:45:00,86.93,29.89,-2.3520487219919914,,1.6816114940380953,-1.663444882926739,False,False,,False,False,,,2.9870206999662763
2022-12-09 16:50:00,86.83,29.87,-2.3923083079926784,,1.6816114940380953,-1.663444882926739,False,False,,False,False,,,2.9870206999662763
2022-12-09 16:55:00,86.98,29.87,-2.2423083079926727,,1.6816114940380953,-1.663444882926739,False,False,,False,False,,,2.9870206999662763
